"","hours_since_ESP_start","ESP_DNA_conc","model","sigma"
"1",0,74.3233333333333,99.9997483889044,129.720242679491
"2",1.15166666666667,120.303333333333,115.818729344744,156.106537381022
"3",2.30583333333333,698.26,2803.38000944292,3467.59010921536
"4",3.4675,664.04,1177.43166494337,1478.24600567092
"5",4.62222222222222,1053.26,506.760922420146,639.811031855698
"6",5.90916666666667,85.07,214.572524922032,271.716277800032
"7",7.06666666666667,111.853333333333,157.870451314783,204.162475009143
"8",8.22083333333333,472.886666666667,135.313297421,177.626752240482
"9",9.37583333333333,139.646666666667,125.189908445471,164.915804757255
"10",10.5297222222222,96.9533333333333,121.032830459563,159.698884047679
"11",11.8113888888889,44.6066666666667,119.30410416973,157.528563201252
"12",12.9686111111111,84.9633333333333,118.57492794259,156.611637543986
"13",14.1216666666667,180.906666666667,141.980227675704,195.841166018662
"14",15.2752777777778,1026.19333333333,5994.38211096633,7802.00080813987
"15",16.4333333333333,4580.87,2879.72231198886,3838.44304922167
"16",17.7208333333333,2659.24333333333,1023.35352056716,1352.36804524137
"17",18.8791666666667,90.57,426.837907914987,561.148953184925
"18",20.0363888888889,37.5033333333333,228.173610895471,300.26548176403
"19",21.1905555555556,14970.9633333333,7028.2042510672,9331.2035044813
"20",22.3438888888889,3780.13666666667,2499.74866836409,3299.94117453072
"21",23.6305555555556,721.976666666667,927.268653026917,1216.79779968847
"22",24.7855555555556,194.233333333333,400.992470646022,524.659427386479
"23",25.9375,206.366666666667,253.02377117359,331.967719373182
"24",27.0913888888889,152.96,245.116935944104,323.042985527916
"25",28.2466666666667,85.6233333333333,240.404816003717,317.312291863677
"26",29.5327777777778,70.3066666666667,238.052456588187,314.377218607395
"27",30.6844444444444,220.636666666667,247.158104062495,329.057896631695
"28",31.8380555555556,72565.9333333333,17297.8985673291,22989.4271193009
"29",32.9913888888889,7448.53666666667,6788.41304989244,8935.39953104269
"30",34.1441666666667,1182.64,2367.11859631645,3092.55213695715
"31",35.4286111111111,282.39,814.646846810353,1058.07667800962
"32",36.5816666666667,837.423333333333,289.789968435743,374.727202610645
"33",37.7408333333333,295.29,129.940910700014,167.177898803965
"34",38.8986111111111,142.353333333333,126.517444709781,165.845409958906
"35",40.0558333333333,194.79,139.792205793827,186.900702512657
"36",41.3433333333333,6630.30333333333,6973.53754526588,9258.25329656265
"37",42.4966666666667,6165.28666666667,5744.10006962043,7438.01824865366
"38",43.6497222222222,6990.52333333333,4304.59162441624,5555.15842628302
"39",44.8013888888889,1054.63666666667,1578.62118916663,2033.69784759256
"40",45.9541666666667,389.103333333333,636.397783281872,821.350545795723
"41",47.2347222222222,367.373333333333,324.97177952179,424.603048021276
"42",48.3861111111111,486.436666666667,265.91793656751,353.561328602952
