"","hours_since_ESP_start","ESP_DNA_conc","model","sigma"
"1",0,1.4464393495,203.557139412508,1506.47918893134
"2",1.15166666666667,2.1203475715,14.1707958916057,95.2453573973195
"3",2.30583333333333,13.89897022,10.538122913987,68.8609253111146
"4",3.4675,10.58133583,10.1365611289488,66.0137494398497
"5",4.62222222222222,18.26744232,10.0437368233059,65.3602724806739
"6",5.90916666666667,1.540318358,10.0144480318087,65.1521920799679
"7",7.06666666666667,2.670489979,10.0037262872008,65.0740097774892
"8",8.22083333333333,8.292612075,9.99960571404997,65.0423436882466
"9",9.37583333333333,1.6962007165,9.99813852432349,65.0296486953916
"10",10.5297222222222,1.052372849,9.99782501073259,65.0253877933216
"11",11.8113888888889,0.512022689,9.99803498571111,65.0250851037535
"12",12.9686111111111,1.704114425,9.99848286149566,65.026683483594
"13",14.1216666666667,2.0553801535,9.99903169959678,65.0291787110267
"14",15.2752777777778,13.41634178,9.99961321714825,65.0320581170317
"15",16.4333333333333,89.1845192,10.0001926667684,65.0350521185262
"16",17.7208333333333,47.080179595,10.0007524450442,65.0380172066276
"17",18.8791666666667,1.829655087,10.0012840301895,65.0408778293594
"18",20.0363888888889,1.0267517745,10.0017838328173,65.0435961621584
"19",21.1905555555556,220.05196535,10.0022509761455,65.0461557435574
"20",22.3438888888889,82.07231825,10.0026860694094,65.0485523108725
"21",23.6305555555556,14.83829584,10.0030905125958,65.0507885233683
"22",24.7855555555556,2.326476145,10.0034660952633,65.0528708584603
"23",25.9375,3.7386339905,10.0038147630223,65.0548077600251
"24",27.0913888888889,3.115834427,10.0041384819853,65.0566085270197
"25",28.2466666666667,1.1261313675,10.0044391615827,65.0582826490765
"26",29.5327777777778,1.5030409215,10.0047186126134,65.0598394162718
"27",30.6844444444444,2.1027272105,10.0049785267005,65.0612876988179
"28",31.8380555555556,1218.601538,10.0052204687259,65.0626358325135
"29",32.9913888888889,117.0971031,10.0054458770261,65.0638915698239
"30",34.1441666666667,13.99774065,10.0056560680935,65.0650620711938
"31",35.4286111111111,5.34338331,10.0058522437352,65.0661539204011
"32",36.5816666666667,15.264759635,10.00603549941,65.067173153597
"33",37.7408333333333,5.69854636,10.006206832946,65.0681252954274
"34",38.8986111111111,2.657329488,10.0063671531585,65.0690153980619
"35",40.0558333333333,3.793593812,10.0065172880834,65.0698480805368
"36",41.3433333333333,103.3961563,10.0066579926747,65.0706275668546
"37",42.4966666666667,115.17424315,10.0067899558955,65.0713577219532
"38",43.6497222222222,162.2705948,10.0069138071832,65.0720420850941
"39",44.8013888888889,43.06524086,10.0070301223017,65.0726839004967
"40",45.9541666666667,6.43390155,10.007139428612,65.0732861452187
"41",47.2347222222222,9.87543249,10.007242209803,65.0738515543865
"42",48.3861111111111,10.00958185,10.0073389101266,65.0743826439401
