"","hours_since_ESP_start","ESP_DNA_conc","model","sigma"
"1",0,74.3233333333333,100.000068991172,279.59086907011
"2",1.15166666666667,120.303333333333,297.436453997967,831.793551652772
"3",2.30583333333333,698.26,414.316252414065,1159.14102259158
"4",3.4675,664.04,451.10885388654,1261.7221914202
"5",4.62222222222222,1053.26,465.02287461292,1300.35667796371
"6",5.90916666666667,85.07,339.170191302983,946.35712701859
"7",7.06666666666667,111.853333333333,436.314920623344,1219.71674462097
"8",8.22083333333333,472.886666666667,462.144867726947,1292.07932693226
"9",9.37583333333333,139.646666666667,470.775188942831,1316.14937072071
"10",10.5297222222222,96.9533333333333,474.160002647256,1325.54876276905
"11",11.8113888888889,44.6066666666667,475.658157626001,1329.6921809397
"12",12.9686111111111,84.9633333333333,476.388542504908,1331.70473163463
"13",14.1216666666667,180.906666666667,476.774338983559,1332.76425299067
"14",15.2752777777778,1026.19333333333,476.992436915616,1333.36145253619
"15",16.4333333333333,4580.87,477.123113530569,1333.71834613999
"16",17.7208333333333,2659.24333333333,477.205430552654,1333.94266150555
"17",18.8791666666667,90.57,477.259575739905,1334.08993127942
"18",20.0363888888889,37.5033333333333,477.296548093282,1334.19033987118
"19",21.1905555555556,14970.9633333333,477.322626173683,1334.26107949869
"20",22.3438888888889,3780.13666666667,1030.97596954594,2900.43241067581
"21",23.6305555555556,721.976666666667,637.733460235961,1785.79500789447
"22",24.7855555555556,194.233333333333,534.100901719637,1493.35196436864
"23",25.9375,206.366666666667,656.190939977649,1838.02112021581
"24",27.0913888888889,152.96,1086.10793108268,3054.90395894554
"25",28.2466666666667,85.6233333333333,1212.18214766307,3409.96088620045
"26",29.5327777777778,70.3066666666667,1257.12273435046,3535.93819668233
"27",30.6844444444444,220.636666666667,1275.42761992977,3587.03319215671
"28",31.8380555555556,72565.9333333333,1931.73016038788,5454.38751849748
"29",32.9913888888889,7448.53666666667,924.496006655625,2594.08388619607
"30",34.1441666666667,1182.64,497.020004320732,1388.49809809837
"31",35.4286111111111,282.39,328.517184928488,915.528580153635
"32",36.5816666666667,837.423333333333,267.64655012257,745.361955439689
"33",37.7408333333333,295.29,253.881581675415,707.207999773918
"34",38.8986111111111,142.353333333333,411.657778175268,1150.75279669722
"35",40.0558333333333,194.79,454.298996027867,1270.1646320565
"36",41.3433333333333,6630.30333333333,468.293009803029,1309.20933843006
"37",42.4966666666667,6165.28666666667,473.518227923575,1323.73825186275
"38",43.6497222222222,6990.52333333333,475.656512913781,1329.66515636725
"39",44.8013888888889,1054.63666666667,476.593159443675,1332.25387211286
"40",45.9541666666667,389.103333333333,477.025019045924,1333.44420608076
"41",47.2347222222222,367.373333333333,477.231775633934,1334.01254922879
"42",48.3861111111111,486.436666666667,477.333266264049,1334.29072684942
