"","hours_since_ESP_start","ESP_DNA_conc","model","sigma"
"1",0,1.4464393495,181.35286712775,1330.18447645547
"2",1.15166666666667,2.1203475715,12.1096233668703,81.4523568293049
"3",2.30583333333333,13.89897022,10.1925342702555,66.8401180427842
"4",3.4675,10.58133583,9.87514303383955,64.5601835869838
"5",4.62222222222222,18.26744232,9.78747639932728,63.9380296289731
"6",5.90916666666667,1.540318358,7.43738093657547,48.4931631293413
"7",7.06666666666667,2.670489979,9.61605648663169,62.8212964049193
"8",8.22083333333333,8.292612075,9.7013259368256,63.3604033998419
"9",9.37583333333333,1.6962007165,9.71849965426904,63.4642721085887
"10",10.5297222222222,1.052372849,9.72457738756896,63.4997947945618
"11",11.8113888888889,0.512022689,9.7274837973503,63.5164674485979
"12",12.9686111111111,1.704114425,9.72917436238449,63.5261307151286
"13",14.1216666666667,2.0553801535,9.73029729743917,63.5325893040689
"14",15.2752777777778,13.41634178,9.73111302832511,63.5373284382728
"15",16.4333333333333,89.1845192,9.73174206557773,63.5410198297407
"16",17.7208333333333,47.080179595,9.73224683023593,63.5440065325491
"17",18.8791666666667,1.829655087,9.7326628734989,63.5464831446454
"18",20.0363888888889,1.0267517745,9.73301216743683,63.5485705684843
"19",21.1905555555556,220.05196535,9.73330927593094,63.5503499128518
"20",22.3438888888889,82.07231825,17.0175374385197,111.608341392231
"21",23.6305555555556,14.83829584,10.1660859410787,66.2696156166768
"22",24.7855555555556,2.326476145,9.86364759350795,64.3473667625627
"23",25.9375,3.7386339905,12.1106326570204,79.1657461181651
"24",27.0913888888889,3.115834427,17.1806131388968,112.626019804902
"25",28.2466666666667,1.1261313675,17.5062713311341,114.668311319095
"26",29.5327777777778,1.5030409215,17.6078199357771,115.288629046841
"27",30.6844444444444,2.1027272105,17.6537601957115,115.565981203907
"28",31.8380555555556,1218.601538,24.4281693614027,160.499584467069
"29",32.9913888888889,117.0971031,10.8465797873668,70.4891199378446
"30",34.1441666666667,13.99774065,7.51216455743046,48.7827891023586
"31",35.4286111111111,5.34338331,6.51942071313767,42.3955501679261
"32",36.5816666666667,15.264759635,6.36150373064696,41.4264306514817
"33",37.7408333333333,5.69854636,6.53978392893317,42.6284415662085
"34",38.8986111111111,2.657329488,9.53234499942757,62.2835847187615
"35",40.0558333333333,3.793593812,9.67824787599272,63.2109925002813
"36",41.3433333333333,103.3961563,9.71215008043047,63.4213854248174
"37",42.4966666666667,115.17424315,9.72438833456993,63.4962048096675
"38",43.6497222222222,162.2705948,9.72974749745835,63.5286414720239
"39",44.8013888888889,43.06524086,9.73236448350864,63.5443761044778
"40",45.9541666666667,6.43390155,9.7337350358992,63.5525831805351
"41",47.2347222222222,9.87543249,9.73448880225458,63.5570874364058
"42",48.3861111111111,10.00958185,9.73491874872815,63.5596549726024
