"","hours_since_ESP_start","ESP_DNA_conc","model","sigma"
"1",0,74.3233333333333,99.9981785002183,232.465949017784
"2",1.15166666666667,120.303333333333,357.234489760967,831.930392896904
"3",2.30583333333333,698.26,612.643468066172,1419.0584251472
"4",3.4675,664.04,721.582606571717,1668.42596510858
"5",4.62222222222222,1053.26,754.111453576045,1741.44374818737
"6",5.90916666666667,85.07,384.942518854582,908.551462623514
"7",7.06666666666667,111.853333333333,398.810252462627,936.03222636075
"8",8.22083333333333,472.886666666667,547.8364910035,1276.03750031678
"9",9.37583333333333,139.646666666667,425.97659257269,995.923906723181
"10",10.5297222222222,96.9533333333333,346.832420735493,816.84937571541
"11",11.8113888888889,44.6066666666667,253.476398234245,603.489734808996
"12",12.9686111111111,84.9633333333333,337.843970288315,795.406386789133
"13",14.1216666666667,180.906666666667,505.830803409091,1179.8351725168
"14",15.2752777777778,1026.19333333333,778.005255858752,1800.08335485674
"15",16.4333333333333,4580.87,1014.17108206085,2336.22247617332
"16",17.7208333333333,2659.24333333333,997.404907087095,2296.02215515826
"17",18.8791666666667,90.57,444.243114487879,1051.05727667128
"18",20.0363888888889,37.5033333333333,423.629644736175,1001.78194812596
"19",21.1905555555556,14970.9633333333,859.041292548091,1992.23402786972
"20",22.3438888888889,3780.13666666667,1020.63124497856,2352.86979891855
"21",23.6305555555556,721.976666666667,828.903706177505,1917.6786374187
"22",24.7855555555556,194.233333333333,541.746145386446,1266.7876131626
"23",25.9375,206.366666666667,488.963108656206,1145.65424198178
"24",27.0913888888889,152.96,427.213431635396,1001.71930294568
"25",28.2466666666667,85.6233333333333,349.931090661051,824.963084081848
"26",29.5327777777778,70.3066666666667,398.212757589617,937.350685093783
"27",30.6844444444444,220.636666666667,715.519765206091,1661.74299283931
"28",31.8380555555556,72565.9333333333,1152.80604053627,2661.05924560091
"29",32.9913888888889,7448.53666666667,1272.90550026082,2926.67613080613
"30",34.1441666666667,1182.64,1045.42886243074,2417.44325344779
"31",35.4286111111111,282.39,738.931092201968,1722.12445527485
"32",36.5816666666667,837.423333333333,762.528908113948,1771.89310261078
"33",37.7408333333333,295.29,621.186504781852,1451.10369718651
"34",38.8986111111111,142.353333333333,526.819926468487,1233.20414834962
"35",40.0558333333333,194.79,695.034343052376,1613.83092789239
"36",41.3433333333333,6630.30333333333,1055.01984055775,2430.86847579509
"37",42.4966666666667,6165.28666666667,1272.56147381179,2924.45120819501
"38",43.6497222222222,6990.52333333333,1340.57726764447,3076.49972085862
"39",44.8013888888889,1054.63666666667,1054.4195928153,2427.13367133116
"40",45.9541666666667,389.103333333333,766.864273425006,1784.28562007248
"41",47.2347222222222,367.373333333333,683.896476562094,1592.58888911036
"42",48.3861111111111,486.436666666667,718.764017257999,1666.27741607463
